| Player | Agents | Rnd | R2.0 | ACS | K:D | KAST | ADR | KPR | APR | FKPR | FDPR | HS% | CL% | CL | KMax | K | D | A | FK | FD |
| [xffero  RRQ](/player/4871/xffero) | (+2) | 596 | 1.04 | 188.6 | 1.09 | 69% | 124.7 | 0.69 | 0.26 | 0.06 | 0.05 | 28% | 18% | 17/94 | [25](/510142/rex-regum-qeon-vs-team-heretics-esports-world-cup-2025-decider-c) | 410 | 376 | 154 | 38 | 29 |
| [Zamal  VLYN](/player/30467/zamal) | (+3) | 988 | 1.04 | 225.9 | 1.07 | 70% | 144.4 | 0.78 | 0.22 | 0.16 | 0.14 | 25% | 22% | 15/69 | [25](/510080/rose-vs-pigeons-funhavergg-zero-in-qualifier-6-qf) | 770 | 717 | 216 | 163 | 136 |
| [LOATHE](/player/53591/loathe) | (+1) | 201 | 1.04 | 228.4 | 1.00 | 66% | 151.4 | 0.78 | 0.12 | 0.14 | 0.12 | 27% | 12% | 4/34 | [26](/516772/marlon-n-friends-vs-littlecatboys-challengers-2025-oceania-split-2-r1) | 157 | 157 | 24 | 29 | 24 |
| [GLYPH  WU](/player/8286/glyph) |  | 486 | 1.04 | 206.3 | 1.03 | 74% | 131.2 | 0.71 | 0.40 | 0.07 | 0.09 | 22% | 12% | 6/52 | [23](/513745/winthrop-university-vs-cubert-academy-challengers-2025-north-america-ace-stage-3-r2) | 345 | 336 | 192 | 35 | 42 |
| [Leosen  SGE](/player/9508/leosen) | (+3) | 247 | 1.04 | 212.0 | 1.10 | 73% | 133.1 | 0.76 | 0.32 | 0.11 | 0.09 | 31% | 19% | 3/16 | [25](/528305/eintracht-frankfurt-vs-fokus-challengers-2025-dach-evolution-split-3-sf) | 187 | 170 | 79 | 27 | 21 |
| [Minny  M8](/player/23169/minny) | (+2) | 456 | 1.04 | 203.1 | 1.05 | 72% | 137.9 | 0.72 | 0.21 | 0.09 | 0.11 | 37% | 23% | 15/64 | [34](/511545/fut-esports-vs-gentle-mates-vct-2025-emea-stage-2-w1) | 330 | 313 | 97 | 41 | 52 |
| [kumi  UST](/player/25745/kumi) | (+4) | 1084 | 1.04 | 205.9 | 1.08 | 71% | 134.8 | 0.73 | 0.21 | 0.08 | 0.07 | 33% | 18% | 28/155 | [34](/522014/maryville-university-vs-nightblood-gaming-challengers-2025-north-america-ace-stage-3-r4) | 796 | 737 | 228 | 88 | 81 |
| [bang  SEN](/player/3880/bang) |  | 434 | 1.04 | 192.9 | 1.08 | 76% | 117.5 | 0.69 | 0.41 | 0.08 | 0.09 | 28% | 13% | 4/31 | [21](/510136/sentinels-vs-xi-lai-gaming-esports-world-cup-2025-elim-b) | 300 | 277 | 176 | 35 | 39 |
| [UdoTan  GE](/player/4428/udotan) |  | 241 | 1.04 | 234.5 | 1.10 | 66% | 152.5 | 0.82 | 0.14 | 0.16 | 0.16 | 22% | 22% | 5/23 | [29](/508819/rex-regum-qeon-vs-global-esports-vct-2025-pacific-stage-2-w1) | 198 | 180 | 34 | 38 | 38 |
| [Akame  ZEN.GC](/player/24764/akame) | (+1) | 268 | 1.04 | 230.2 | 1.09 | 65% | 146.9 | 0.83 | 0.18 | 0.21 | 0.16 | 45% | 27% | 3/11 | [30](/504892/leviat-n-gc-vs-zen-esports-gc-game-changers-2025-latam-south-stage-2-gf) | 222 | 204 | 48 | 56 | 43 |
| [kaza  HSW](/player/41185/kaza) |  | 477 | 1.04 | 193.7 | 1.05 | 73% | 132.8 | 0.69 | 0.26 | 0.05 | 0.06 | 31% | 15% | 8/54 | [27](/520224/nx-vs-marlon-n-friends-challengers-2025-oceania-split-2-r4) | 331 | 315 | 125 | 26 | 27 |
| [eeiu  100T](/player/796/eeiu) |  | 372 | 1.04 | 192.6 | 1.06 | 73% | 127.4 | 0.70 | 0.24 | 0.06 | 0.07 | 32% | 6% | 3/50 | [23](/510143/100-thieves-vs-fnatic-esports-world-cup-2025-opening-d) | 261 | 247 | 88 | 21 | 26 |
| [Jamppi  BBL](/player/9780/jamppi) | (+2) | 497 | 1.04 | 198.1 | 1.02 | 74% | 128.5 | 0.67 | 0.31 | 0.08 | 0.08 | 27% | 14% | 8/57 | [24](/511547/team-heretics-vs-bbl-esports-vct-2025-emea-stage-2-w1) | 333 | 326 | 153 | 40 | 41 |
| [Killua  TLN](/player/13784/killua) |  | 393 | 1.04 | 204.5 | 1.07 | 74% | 135.6 | 0.75 | 0.20 | 0.09 | 0.09 | 41% | 20% | 7/35 | [27](/530354/talon-vs-nongshim-redforce-vct-2025-pacific-stage-2-ur1) | 295 | 275 | 79 | 35 | 35 |
| [ExiT  TWIS](/player/11917/exit) | (+1) | 408 | 1.04 | 233.1 | 1.08 | 72% | 148.0 | 0.82 | 0.22 | 0.24 | 0.20 | 24% | 4% | 1/26 | [26](/513065/the-ultimates-vs-twisted-minds-challengers-2025-mena-resilience-gcc-pakistan-iraq-split-2-usf) | 335 | 310 | 89 | 97 | 80 |
| [NMSRLM  EOS](/player/40768/nmsrlm) | (+3) | 577 | 1.04 | 207.5 | 1.04 | 68% | 136.1 | 0.75 | 0.12 | 0.11 | 0.10 | 34% | 12% | 12/103 | [26](/523512/beemers-vs-pug-squad-funhavergg-plain-jane-5-playoffs-ro16) | 434 | 416 | 69 | 62 | 56 |
| [strahlen  FKS.S](/player/28686/strahlen) |  | 297 | 1.04 | 215.8 | 0.97 | 77% | 136.7 | 0.73 | 0.34 | 0.09 | 0.12 | 26% | 8% | 3/40 | [27](/508984/alternate-attax-ruby-vs-fokus-sakura-equal-esports-queens-2025-split-3-d2) | 217 | 223 | 100 | 28 | 35 |
| [Notexxd  UST](/player/39021/notexxd) |  | 1084 | 1.04 | 219.4 | 1.09 | 71% | 141.8 | 0.79 | 0.30 | 0.10 | 0.10 | 33% | 20% | 17/87 | [30](/526259/burger-boyz-vs-nightblood-gaming-funhavergg-zero-in-lan-swiss-stage-r3-1-1) | 854 | 787 | 320 | 108 | 109 |
| [disisjohn  SGE](/player/12528/disisjohn) | (+2) | 247 | 1.04 | 230.8 | 1.14 | 71% | 143.7 | 0.80 | 0.15 | 0.20 | 0.17 | 26% | 20% | 3/15 | [22](/493760/eintracht-frankfurt-vs-mouz-a1-esports-cup-8-playoffs-gf) | 197 | 173 | 37 | 49 | 42 |
| [arceus](/player/56753/arceus) | (+1) | 239 | 1.04 | 205.5 | 1.07 | 72% | 132.6 | 0.75 | 0.23 | 0.10 | 0.13 | 19% | 15% | 6/39 | [30](/515722/prosperity-esports-vs-una-ludio-funhavergg-zero-in-final-qualifier-groups-winners-k) | 179 | 167 | 55 | 25 | 30 |
| [sw  STE](/player/25858/sw) |  | 263 | 1.04 | 197.3 | 1.03 | 77% | 127.9 | 0.69 | 0.45 | 0.04 | 0.08 | 27% | 18% | 4/22 | [22](/493343/stellae-gaming-vs-peek-challengers-2025-brazil-gamers-club-split-2-r5) | 181 | 175 | 118 | 11 | 21 |
| [Meteor  T1](/player/13039/meteor) | (+1) | 442 | 1.04 | 222.0 | 1.06 | 71% | 141.6 | 0.76 | 0.29 | 0.10 | 0.09 | 29% | 6% | 3/51 | [24](/530355/rex-regum-qeon-vs-t1-vct-2025-pacific-stage-2-ur1) | 338 | 318 | 126 | 44 | 40 |
| [Persia  NS](/player/4122/persia) |  | 400 | 1.04 | 184.2 | 1.04 | 74% | 116.4 | 0.67 | 0.39 | 0.08 | 0.08 | 29% | 15% | 9/60 | [27](/530354/talon-vs-nongshim-redforce-vct-2025-pacific-stage-2-ur1) | 266 | 257 | 157 | 30 | 31 |
| [lovers rock  BCF](/player/40935/lovers-rock) |  | 241 | 1.04 | 214.2 | 1.19 | 66% | 135.9 | 0.79 | 0.15 | 0.16 | 0.18 | 18% | 10% | 2/21 | [29](/511224/bbl-pcific-vs-papara-supermassive-challengers-2025-t-rkiye-birlik-split-3-ubsf) | 190 | 160 | 36 | 39 | 44 |
| [prozin  RED](/player/1566/prozin) | (+2) | 343 | 1.04 | 198.9 | 1.05 | 72% | 127.3 | 0.70 | 0.35 | 0.09 | 0.07 | 30% | 14% | 3/21 | [26](/518753/red-canids-vs-2game-academy-challengers-2025-brazil-gamers-club-split-2-lr2) | 241 | 229 | 121 | 31 | 23 |
| [mai  NB](/player/30145/mai) | (+4) | 370 | 1.04 | 195.6 | 1.01 | 73% | 130.2 | 0.68 | 0.34 | 0.08 | 0.08 | 26% | 11% | 4/35 | [22](/508986/small-crew-vs-neon-blade-equal-esports-queens-2025-split-3-d2) | 250 | 248 | 125 | 30 | 28 |
| [VenTT  GS](/player/22676/ventt) |  | 271 | 1.04 | 201.4 | 0.96 | 72% | 132.0 | 0.68 | 0.42 | 0.06 | 0.06 | 32% | 9% | 3/32 | [23](/511210/galatasaray-esports-vs-papara-supermassive-challengers-2025-t-rkiye-birlik-split-3-w4) | 183 | 190 | 115 | 16 | 17 |
| [nAts  TL](/player/457/nats) |  | 293 | 1.04 | 208.3 | 1.10 | 76% | 137.2 | 0.72 | 0.32 | 0.10 | 0.05 | 24% | 6% | 2/33 | [24](/511581/team-liquid-vs-karmine-corp-vct-2025-emea-stage-2-w5) | 212 | 193 | 93 | 28 | 15 |
| [moose  PLUG](/player/7458/moose) | (+5) | 637 | 1.04 | 195.5 | 1.05 | 72% | 127.4 | 0.70 | 0.31 | 0.08 | 0.06 | 27% | 20% | 19/93 | [26](/509404/landor-vs-shopify-rebellion-black-challengers-2025-north-america-ace-stage-3-r1) | 445 | 423 | 195 | 49 | 39 |
| [xKittyx  RZN](/player/45176/xkittyx) |  | 221 | 1.04 | 231.3 | 1.05 | 62% | 153.9 | 0.86 | 0.14 | 0.19 | 0.22 | 41% | 27% | 3/11 | [46](/524806/boostgate-esports-vs-team-galaga-kitsune-game-changers-2025-emea-contenders-series-2-open-qualif) | 191 | 182 | 32 | 43 | 49 |
| [foreign  5 BI](/player/46360/foreign) | (+5) | 915 | 1.04 | 205.7 | 1.01 | 72% | 131.7 | 0.72 | 0.34 | 0.11 | 0.09 | 33% | 14% | 13/92 | [31](/511492/alliance-guardians-vs-pigeons-funhavergg-zero-in-qualifier-7-ro16) | 662 | 654 | 312 | 103 | 86 |
| [Psych  CCG](/player/33274/psych) | (+2) | 462 | 1.03 | 235.2 | 1.07 | 70% | 152.7 | 0.85 | 0.17 | 0.22 | 0.18 | 32% | 9% | 3/34 | [25](/509783/relaxed-reptilians-vs-ccg-esports-funhavergg-zero-in-qualifier-6-group-stage-decider-k) | 394 | 367 | 78 | 100 | 85 |
| [dedmos  BBB](/player/44075/dedmos) |  | 257 | 1.03 | 200.2 | 0.98 | 72% | 126.0 | 0.72 | 0.32 | 0.07 | 0.09 | 22% | 11% | 4/36 | [22](/505129/fusion-vs-contra-challengers-2025-latam-north-ace-stage-2-w1) | 184 | 187 | 83 | 17 | 22 |
| [Guardy  MKF](/player/5199/guardy) |  | 332 | 1.03 | 206.9 | 1.04 | 72% | 139.2 | 0.72 | 0.34 | 0.12 | 0.09 | 31% | 19% | 5/27 | [21](/505094/koi-f-nix-vs-ucam-esports-club-challengers-2025-spain-rising-split-3-r3) | 238 | 228 | 113 | 41 | 29 |
| [zeek  BLUE](/player/26848/zeek) | (+3) | 765 | 1.03 | 191.7 | 1.02 | 69% | 124.9 | 0.70 | 0.32 | 0.06 | 0.07 | 27% | 20% | 20/99 | [24](/511500/blue-otter-vs-burger-boyz-funhavergg-zero-in-qualifier-7-ro16) | 535 | 527 | 241 | 47 | 51 |
| [crashies  FNC](/player/4/crashies) |  | 523 | 1.03 | 188.2 | 1.06 | 73% | 129.0 | 0.66 | 0.29 | 0.05 | 0.06 | 35% | 14% | 9/65 | [24](/510145/fnatic-vs-gen-g-esports-world-cup-2025-winners-d) | 347 | 328 | 152 | 28 | 31 |
| [spike  2G](/player/21661/spike) | (+1) | 308 | 1.03 | 234.5 | 1.06 | 64% | 154.1 | 0.81 | 0.27 | 0.19 | 0.20 | 25% | 35% | 7/20 | [28](/510612/leviat-n-vs-2game-esports-tixinha-sacy-invitational-by-bonoxs-rr) | 251 | 236 | 83 | 57 | 63 |
| [lukxo  LOUD](/player/28716/lukxo) |  | 276 | 1.03 | 211.4 | 1.06 | 68% | 139.5 | 0.76 | 0.18 | 0.14 | 0.08 | 34% | 8% | 3/39 | [28](/509824/loud-vs-100-thieves-vct-2025-americas-stage-2-w4) | 209 | 198 | 49 | 40 | 23 |
| [hiro  NAVI](/player/29867/hiro) | (+3) | 387 | 1.03 | 209.8 | 1.05 | 68% | 141.6 | 0.74 | 0.21 | 0.10 | 0.11 | 33% | 6% | 2/36 | [24](/511571/natus-vincere-vs-karmine-corp-vct-2025-emea-stage-2-w4) | 288 | 274 | 81 | 38 | 44 |
| [quens1on  RC](/player/31242/quens1on) |  | 431 | 1.03 | 205.7 | 1.06 | 69% | 135.6 | 0.73 | 0.17 | 0.09 | 0.12 | 30% | 17% | 10/58 | [26](/520228/care-mid-vs-vina-side-hustle-challengers-2025-oceania-split-2-r5) | 314 | 297 | 75 | 37 | 52 |
| [yetujey  FUT](/player/8369/yetujey) |  | 247 | 1.03 | 202.6 | 1.02 | 70% | 137.9 | 0.71 | 0.21 | 0.10 | 0.10 | 27% | 20% | 9/44 | [24](/511545/fut-esports-vs-gentle-mates-vct-2025-emea-stage-2-w1) | 175 | 171 | 53 | 24 | 25 |
| [Nozz  BOBO](/player/1176/nozz) | (+3) | 307 | 1.03 | 194.1 | 0.96 | 72% | 131.2 | 0.67 | 0.30 | 0.08 | 0.06 | 25% | 4% | 2/46 | [21](/527770/bobo-vs-vina-side-hustle-challengers-2025-oceania-split-2-ubqf) | 205 | 214 | 92 | 25 | 19 |
| [vex  VSH](/player/22826/vex) |  | 309 | 1.03 | 222.4 | 1.03 | 72% | 151.2 | 0.78 | 0.18 | 0.13 | 0.14 | 26% | 7% | 2/28 | [28](/520228/care-mid-vs-vina-side-hustle-challengers-2025-oceania-split-2-r5) | 242 | 234 | 55 | 40 | 44 |
| [PoomOneLove  NKT](/player/12291/poomonelove) | (+2) | 350 | 1.03 | 195.1 | 1.06 | 78% | 126.8 | 0.70 | 0.33 | 0.10 | 0.09 | 30% | 19% | 6/32 | [25](/521240/team-nkt-vs-full-sense-challengers-2025-southeast-asia-split-3-w5) | 246 | 233 | 116 | 34 | 30 |
| [Nora  PRS](/player/32667/nora) | (+3) | 726 | 1.03 | 190.1 | 1.03 | 73% | 122.1 | 0.68 | 0.33 | 0.06 | 0.06 | 28% | 16% | 16/101 | [20](/510079/sad-esports-vs-invictus-esports-funhavergg-zero-in-qualifier-6-qf) | 491 | 477 | 239 | 41 | 47 |
| [Dorie VT](/player/46658/dorie-vt) | (+1) | 505 | 1.03 | 223.9 | 1.07 | 66% | 151.7 | 0.80 | 0.13 | 0.17 | 0.10 | 29% | 12% | 10/82 | [27](/511865/neon-blade-vs-ssp-numina-equal-esports-queens-2025-contenders-s2-qualifier-lbf) | 404 | 376 | 64 | 84 | 49 |
| [ghoul  Eter](/player/45482/ghoul) |  | 242 | 1.03 | 232.9 | 1.03 | 65% | 155.8 | 0.82 | 0.17 | 0.15 | 0.18 | 33% | 14% | 3/22 | [28](/515711/overtake-vs-eternal-focus-funhavergg-zero-in-final-qualifier-groups-opening-i) | 199 | 194 | 40 | 36 | 44 |
| [MiradaNinja  FG](/player/29241/miradaninja) | (+1) | 391 | 1.03 | 193.8 | 1.10 | 72% | 130.2 | 0.67 | 0.31 | 0.07 | 0.07 | 27% | 10% | 4/41 | [20](/505172/leviat-n-academy-vs-9z-team-challengers-2025-latam-south-ace-stage-2-w5) | 262 | 238 | 121 | 28 | 27 |
| [PROFEK  BBL](/player/5554/profek) |  | 497 | 1.03 | 189.2 | 1.05 | 73% | 127.1 | 0.69 | 0.33 | 0.07 | 0.06 | 27% | 16% | 9/56 | [23](/511547/team-heretics-vs-bbl-esports-vct-2025-emea-stage-2-w1) | 341 | 324 | 164 | 33 | 30 |
| [thyy  TLN](/player/42901/thyy) | (+2) | 393 | 1.03 | 227.7 | 1.10 | 72% | 142.4 | 0.80 | 0.20 | 0.15 | 0.12 | 29% | 17% | 5/30 | [25](/530354/talon-vs-nongshim-redforce-vct-2025-pacific-stage-2-ur1) | 313 | 285 | 80 | 60 | 48 |
| [rubkkoide  SHI](/player/13860/rubkkoide) |  | 381 | 1.03 | 187.3 | 1.02 | 74% | 128.4 | 0.67 | 0.25 | 0.08 | 0.08 | 27% | 23% | 11/47 | [24](/505160/oxen-vs-shinden-challengers-2025-latam-south-ace-stage-2-w2) | 257 | 251 | 94 | 29 | 32 |
| [t3xture  GEN](/player/9196/t3xture) |  | 565 | 1.03 | 228.7 | 1.11 | 69% | 146.8 | 0.80 | 0.18 | 0.19 | 0.15 | 25% | 19% | 8/42 | [25](/510145/fnatic-vs-gen-g-esports-world-cup-2025-winners-d) | 450 | 405 | 100 | 108 | 86 |
| [Karon  GEN](/player/34974/karon) |  | 565 | 1.03 | 194.3 | 1.04 | 77% | 121.9 | 0.70 | 0.44 | 0.10 | 0.07 | 30% | 20% | 11/54 | [25](/510145/fnatic-vs-gen-g-esports-world-cup-2025-winners-d) | 398 | 383 | 251 | 55 | 41 |
| [Spitfires  AG](/player/4881/spitfires) | (+1) | 307 | 1.03 | 235.7 | 1.16 | 71% | 147.3 | 0.83 | 0.19 | 0.17 | 0.15 | 29% |  |  | [28](/527584/all-gamers-vs-funplus-phoenix-vct-2025-china-stage-2-lr1) | 254 | 219 | 58 | 43 | 37 |
| [waddle  DSY](/player/8226/waddle) | (+1) | 312 | 1.03 | 187.8 | 1.08 | 74% | 124.1 | 0.69 | 0.31 | 0.06 | 0.08 | 30% | 14% | 6/43 | [26](/524704/koi-f-nix-vs-dnsty-challengers-2025-spain-rising-finals-playoffs-gf) | 215 | 199 | 97 | 19 | 24 |
| [hayyel  EXG.GC](/player/28115/hayyel) | (+1) | 230 | 1.03 | 208.4 | 1.02 | 73% | 134.0 | 0.73 | 0.39 | 0.13 | 0.07 | 19% | 4% | 1/28 | [26](/504686/true-synergy-gaming-gc-vs-kiss-game-changers-2025-oceania-split-2-ubf) | 167 | 163 | 89 | 29 | 16 |
| [Kolosha  BOA](/player/37925/kolosha) |  | 471 | 1.03 | 229.3 | 1.06 | 73% | 149.9 | 0.80 | 0.23 | 0.18 | 0.18 | 25% | 20% | 5/25 | [29](/521596/d-ti-ulice-vs-boars-challengers-2025-north-east-samsung-odyssey-split-3-ubsf) | 376 | 355 | 110 | 83 | 87 |
| [NINJA  TLA](/player/28948/ninja) | (+1) | 484 | 1.03 | 191.3 | 1.05 | 74% | 127.1 | 0.69 | 0.29 | 0.07 | 0.06 | 30% | 17% | 10/58 | [21](/521597/team-liquid-academy-vs-enterprise-esports-challengers-2025-north-east-samsung-odyssey-split-3-u) | 332 | 316 | 140 | 34 | 30 |
| [infiltrator  WU](/player/9063/infiltrator) | (+1) | 594 | 1.03 | 229.1 | 1.09 | 71% | 148.6 | 0.80 | 0.15 | 0.20 | 0.15 | 28% | 16% | 7/45 | [25](/521647/sad-esports-vs-tren-abusers-bell-esports-challenge-2025-sf) | 478 | 440 | 87 | 118 | 91 |
| [Luid  MIBR.AC](/player/32802/luid) |  | 238 | 1.03 | 232.3 | 1.07 | 69% | 153.0 | 0.82 | 0.18 | 0.17 | 0.19 | 27% | 12% | 2/17 | [24](/493344/elevate-vs-mibr-academy-challengers-2025-brazil-gamers-club-split-2-r5) | 196 | 183 | 43 | 40 | 45 |
| [al0rante  FKS](/player/5292/al0rante) | (+1) | 208 | 1.03 | 217.3 | 1.08 | 69% | 147.2 | 0.78 | 0.17 | 0.10 | 0.07 | 38% | 24% | 5/21 | [27](/522085/fokus-vs-cgn-esports-challengers-2025-dach-evolution-split-3-lr2) | 162 | 150 | 35 | 21 | 14 |
| [aLerT  NKT](/player/2366/alert) | (+3) | 350 | 1.03 | 203.8 | 1.12 | 72% | 130.3 | 0.71 | 0.22 | 0.14 | 0.12 | 30% | 17% | 6/36 | [28](/521228/team-nkt-vs-talon-academy-challengers-2025-southeast-asia-split-3-w3) | 249 | 223 | 78 | 48 | 43 |
| [Knight  BLG](/player/4774/knight) |  | 375 | 1.03 | 197.8 | 1.04 | 71% | 126.0 | 0.69 | 0.24 | 0.09 | 0.05 | 28% | 6% | 1/18 | [25](/510132/karmine-corp-vs-bilibili-gaming-esports-world-cup-2025-decider-a) | 258 | 248 | 89 | 32 | 19 |
| [Russ  VLT](/player/1162/russ) | (+1) | 317 | 1.03 | 177.7 | 0.99 | 74% | 115.6 | 0.62 | 0.46 | 0.05 | 0.04 | 30% | 18% | 7/40 | [18](/509528/s8ul-esports-vs-velocity-gaming-challengers-2025-south-asia-split-3-gf) | 197 | 200 | 145 | 17 | 13 |
| [Tayo](/player/48919/tayo) |  | 241 | 1.03 | 244.6 | 0.99 | 66% | 160.8 | 0.83 | 0.16 | 0.24 | 0.19 | 26% | 19% | 4/21 | [29](/510541/nx-vs-chilkey-foxes-challengers-2025-oceania-split-2-b) | 200 | 202 | 39 | 58 | 46 |
| [SungJin  ONG](/player/20879/sungjin) |  | 206 | 1.03 | 184.9 | 1.02 | 70% | 128.6 | 0.66 | 0.30 | 0.06 | 0.05 | 33% | 8% | 2/26 | [24](/528177/onside-gaming-vs-t1-academy-challengers-2025-korea-wdg-stage-3-ubsf) | 136 | 133 | 62 | 13 | 10 |
| [Jonaaa6  LGCY](/player/3687/jonaaa6) | (+3) | 951 | 1.03 | 195.8 | 0.99 | 71% | 130.5 | 0.67 | 0.34 | 0.06 | 0.08 | 25% | 15% | 21/142 | [27](/510055/the-fry-cooks-vs-relaxed-reptilians-funhavergg-zero-in-qualifier-6-ro16) | 641 | 650 | 326 | 61 | 74 |
| [Felix  SGE](/player/12593/felix) |  | 247 | 1.03 | 198.8 | 1.02 | 73% | 126.4 | 0.68 | 0.39 | 0.06 | 0.08 | 25% | 11% | 4/35 | [21](/522080/eintracht-frankfurt-vs-fokus-challengers-2025-dach-evolution-split-3-ubsf) | 167 | 164 | 97 | 16 | 19 |
| [alvinboy  TSM](/player/17770/alvinboy) | (+1) | 350 | 1.03 | 189.9 | 1.13 | 75% | 125.4 | 0.70 | 0.25 | 0.05 | 0.07 | 28% | 14% | 6/43 | [20](/523954/tsm-vs-yfp-pigeons-bell-esports-challenge-2025-online-qualifier-2-sf) | 245 | 216 | 86 | 19 | 25 |
| [Yassien  RAAD](/player/20688/yassien) | (+1) | 356 | 1.03 | 206.1 | 1.02 | 74% | 140.7 | 0.70 | 0.26 | 0.06 | 0.07 | 27% | 19% | 8/43 | [23](/521725/team-raad-vs-the-ultimates-challengers-2025-mena-resilience-lan-finals-ubsf) | 250 | 244 | 94 | 23 | 26 |
| [yxqme  XIP.GC](/player/52180/yxqme) | (+2) | 307 | 1.03 | 227.0 | 1.05 | 72% | 149.5 | 0.80 | 0.28 | 0.16 | 0.19 | 25% | 19% | 3/16 | [29](/490752/team-falcons-vega-vs-xipto-esports-gc-game-changers-2025-southeast-asia-split-2-gf) | 246 | 235 | 86 | 50 | 59 |
| [Shu](/player/46462/shu) | (+3) | 225 | 1.03 | 216.6 | 1.07 | 72% | 143.4 | 0.78 | 0.25 | 0.12 | 0.12 | 21% | 18% | 5/28 | [31](/521424/tumt-shark-vs-university-esports-championship-2025-sf) | 175 | 163 | 56 | 26 | 26 |
| [xZe  TLNA](/player/6733/xze) |  | 211 | 1.03 | 178.9 | 1.02 | 73% | 124.5 | 0.64 | 0.28 | 0.06 | 0.08 | 41% | 22% | 8/36 | [21](/521217/talon-academy-vs-z11-challengers-2025-southeast-asia-split-3-w2) | 136 | 133 | 60 | 12 | 16 |
| [SpiritZ1  DRG](/player/31753/spiritz1) |  | 436 | 1.02 | 227.5 | 1.05 | 68% | 151.4 | 0.79 | 0.25 | 0.17 | 0.16 | 34% |  |  | [29](/527579/xi-lai-gaming-vs-dragon-ranger-gaming-vct-2025-china-stage-2-ubsf) | 346 | 328 | 107 | 76 | 69 |
| [Nicc  DRG](/player/11524/nicc) | (+1) | 436 | 1.02 | 191.4 | 0.98 | 75% | 131.5 | 0.68 | 0.38 | 0.05 | 0.05 | 36% |  |  | [23](/506934/dragon-ranger-gaming-vs-nova-esports-vct-2025-china-stage-2-w1) | 296 | 302 | 166 | 21 | 21 |
| [whitecat](/player/57171/whitecat) | (+1) | 296 | 1.02 | 224.2 | 1.08 | 73% | 148.1 | 0.79 | 0.18 | 0.15 | 0.15 | 29% | 18% | 3/17 | [25](/521220/team-secret-academy-vs-sharper-esport-challengers-2025-southeast-asia-split-3-w2) | 235 | 217 | 54 | 45 | 44 |
| [Pr0digy  TSA](/player/44149/pr0digy) | (+1) | 296 | 1.02 | 192.3 | 0.99 | 74% | 125.4 | 0.69 | 0.37 | 0.10 | 0.08 | 36% | 22% | 7/32 | [21](/521225/team-secret-academy-vs-motiv-esports-challengers-2025-southeast-asia-split-3-w3) | 204 | 207 | 109 | 30 | 23 |
| [BABYBAY  G2](/player/2170/babybay) | (+1) | 308 | 1.02 | 192.9 | 1.06 | 75% | 127.2 | 0.67 | 0.24 | 0.13 | 0.12 | 21% | 13% | 5/38 | [23](/530907/nrg-vs-g2-esports-vct-2025-americas-stage-2-ubsf) | 207 | 196 | 74 | 41 | 37 |
| [Jady  VLNT](/player/2256/jady) |  | 288 | 1.02 | 191.6 | 0.98 | 68% | 124.9 | 0.66 | 0.33 | 0.09 | 0.11 | 36% | 18% | 7/38 | [25](/524278/team-valiant-vs-kcorp-blue-stars-challengers-2025-france-revolution-split-3-ubsf) | 190 | 193 | 94 | 27 | 31 |
| [RetrQ](/player/893/retrq) | (+9) | 1237 | 1.02 | 203.4 | 0.98 | 71% | 131.9 | 0.72 | 0.37 | 0.08 | 0.09 | 27% | 17% | 30/172 | [29](/529358/burger-boyz-vs-tenax-funhavergg-mad-science-draft-4-winners-c) | 891 | 907 | 459 | 97 | 106 |
| [MayaMeow  NSR.IN](/player/40175/mayameow) |  | 829 | 1.02 | 183.6 | 0.94 | 70% | 123.4 | 0.61 | 0.35 | 0.03 | 0.06 | 22% | 18% | 22/125 | [23](/527249/small-crew-vs-alternate-attax-ruby-game-changers-2025-emea-contenders-series-2-playoffs-lr3) | 505 | 540 | 293 | 27 | 49 |
| [rushia  BLG](/player/48878/rushia) | (+2) | 375 | 1.02 | 189.9 | 0.92 | 75% | 122.1 | 0.65 | 0.39 | 0.09 | 0.09 | 20% | 6% | 1/18 | [23](/510127/paper-rex-vs-bilibili-gaming-esports-world-cup-2025-opening-a) | 242 | 262 | 145 | 32 | 33 |
| [nova  YDZ.GC](/player/46204/nova) |  | 293 | 1.02 | 217.6 | 1.02 | 70% | 129.1 | 0.76 | 0.24 | 0.15 | 0.11 | 32% | 13% | 4/31 | [24](/527986/vs-ydz-black-game-changers-2025-north-america-stage-2-r3-0-2) | 223 | 218 | 69 | 44 | 33 |
| [Smrty](/player/34060/smrty) |  | 239 | 1.02 | 225.7 | 1.01 | 71% | 152.0 | 0.75 | 0.29 | 0.13 | 0.15 | 18% | 32% | 7/22 | [27](/516054/burger-boyz-vs-una-ludio-funhavergg-zero-in-final-qualifier-ro32) | 179 | 177 | 69 | 31 | 36 |
| [BlanK  The](/player/17747/blank) | (+7) | 866 | 1.02 | 216.8 | 1.05 | 70% | 140.4 | 0.77 | 0.25 | 0.14 | 0.13 | 31% | 16% | 10/61 | [28](/529559/dynamo-vs-burger-boyz-funhavergg-mad-science-draft-4-sf) | 664 | 635 | 219 | 117 | 115 |
